名称,请求方式,地址,说明,支持自建应用,支持商店应用,文档链接
获取词库列表,GET,/open-apis/lingo/v1/repos,,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/lingo-v1/repo/list
上传图片,POST,/open-apis/lingo/v1/files/upload,,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/lingo-v1/file/upload
下载图片,GET,/open-apis/lingo/v1/files/:file_token/download,,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/lingo-v1/file/download
获取客户端设备认证信息,GET,/open-apis/security_and_compliance/v2/device_records/mine,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/security_and_compliance-v2/device_record/mine
新增设备,POST,/open-apis/security_and_compliance/v2/device_records,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/security_and_compliance-v2/device_record/create
查询设备信息,GET,/open-apis/security_and_compliance/v2/device_records,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/security_and_compliance-v2/device_record/list
获取设备信息,GET,/open-apis/security_and_compliance/v2/device_records/:device_record_id,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/security_and_compliance-v2/device_record/get
更新设备,PUT,/open-apis/security_and_compliance/v2/device_records/:device_record_id,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/security_and_compliance-v2/device_record/update
删除设备,DELETE,/open-apis/security_and_compliance/v2/device_records/:device_record_id,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/security_and_compliance-v2/device_record/delete
审批设备申报,PUT,/open-apis/security_and_compliance/v2/device_apply_records/:device_apply_record_id,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/security_and_compliance-v2/device_apply_record/update
获取OpenAPI审计日志数据,POST,/open-apis/security_and_compliance/v1/openapi_logs/list_data,,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/security_and_compliance-v1/openapi_log/list_data
获取行为审计日志数据,GET,/open-apis/admin/v1/audit_infos,获取行为审计日志数据,是,否,https://open.feishu.cn/document/ukTMukTMukTM/uQjM5YjL0ITO24CNykjN/audit_log/audit_data_get
获取可见关联组织的列表,GET,/open-apis/trust_party/v1/collaboration_tenants,分页获取用户可见的关联列表。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/trust_party-v1/collaboration_tenant/list
获取关联组织的部门和成员信息,GET,/open-apis/trust_party/v1/collaboration_tenants/visible_organization,该接口会返回用户在外部部门下可见的下级部门和用户,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/trust_party-v1/collaboration_tenant/visible_organization
获取关联组织详情,GET,/open-apis/trust_party/v1/collaboration_tenants/:target_tenant_key,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/trust_party-v1/collaboration_tenant/get
获取关联组织成员详情,GET,/open-apis/trust_party/v1/collaboration_tenants/:target_tenant_key/collaboration_users/:target_user_id,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/trust_party-v1/collaboration_tenant-collaboration_user/get
获取关联组织部门详情,GET,/open-apis/trust_party/v1/collaboration_tenants/:target_tenant_key/collaboration_departments/:target_department_id,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/trust_party-v1/collaboration_tenant-collaboration_department/get
获取关联组织双方共享成员范围,GET,/open-apis/directory/v1/share_entities,,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/directory-v1/collboration_share_entity/list
管理员获取所有关联组织列表,GET,/open-apis/directory/v1/collaboration_tenants,,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/directory-v1/collaboration_tenant/list
新增可搜可见规则,POST,/open-apis/directory/v1/collaboration_rules,,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/directory-v1/collaboration_rule/create
更新可搜可见规则,PUT,/open-apis/directory/v1/collaboration_rules/:collaboration_rule_id,,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/directory-v1/collaboration_rule/update
查询可搜可见规则,GET,/open-apis/directory/v1/collaboration_rules,,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/directory-v1/collaboration_rule/list
删除可搜可见规则,DELETE,/open-apis/directory/v1/collaboration_rules/:collaboration_rule_id,,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/directory-v1/collaboration_rule/delete
获取工作台访问数据,POST,/open-apis/workplace/v1/workplace_access_data/search,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/workplace-v1/workplace_access_data/search
获取定制工作台访问数据,POST,/open-apis/workplace/v1/custom_workplace_access_data/search,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/workplace-v1/custom_workplace_access_data/search
获取定制工作台小组件访问数据,POST,/open-apis/workplace/v1/workplace_block_access_data/search,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/workplace-v1/workplace_block_access_data/search
获取用户自定义常用的应用,GET,/open-apis/application/v5/applications/favourite,,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/application-v5/application/favourite
获取管理员推荐的应用,GET,/open-apis/application/v5/applications/recommend,,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/application-v5/application/recommend
获取当前设置的推荐规则列表,GET,/open-apis/application/v6/app_recommend_rules,获取当前设置的推荐规则列表。,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/application-v6/app_recommend_rule/list
根据主数据编码批量查询国家/地区,GET,/open-apis/mdm/v3/batch_country_region,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/mdm-v3/batch_country_region/get
分页批量查询国家/地区,GET,/open-apis/mdm/v3/country_regions,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/mdm-v3/country_region/list
用户数据维度绑定,POST,/open-apis/mdm/v1/user_auth_data_relations/bind,通过该接口，可为指定应用下的用户绑定一类数据维度，支持批量给多个用户同时增量授权。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/mdm-v1/user_auth_data_relation/bind
用户数据维度解绑,POST,/open-apis/mdm/v1/user_auth_data_relations/unbind,通过该接口，可为指定应用下的指定用户解除一类数据维度。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/mdm-v1/user_auth_data_relation/unbind
查询规则,GET,/open-apis/report/v1/rules/query,查询规则。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/report/report-v1/rule/query
移除规则看板,POST,/open-apis/report/v1/rules/:rule_id/views/remove,移除规则看板,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/report/report-v1/rule-view/remove
查询任务,POST,/open-apis/report/v1/tasks/query,查询任务。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/report/report-v1/task/query
创建任务,POST,/open-apis/task/v1/tasks,该接口可以创建一个任务，支持填写任务的基本信息，包括任务的标题，描述及协作者等。 在此基础上，创建任务时可以设置截止时间和重复规则，将任务设置为定期执行的重复任务。通过添加协作者，则可以让其他用户协同完成该任务。 此外，接口也提供了一些支持自定义内容的字段，调用方可以实现定制化效果，如完成任务后跳转到指定结束界面。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/task-v1/task/create
删除任务,DELETE,/open-apis/task/v1/tasks/:task_id,该接口用于删除任务。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/task-v1/task/delete
更新任务,PATCH,/open-apis/task/v1/tasks/:task_id,该接口用于修改任务的标题、描述、时间、来源等相关信息。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/task-v1/task/patch
完成任务,POST,/open-apis/task/v1/tasks/:task_id/complete,该接口用于将任务状态修改为“已完成”。 完成任务是指整个任务全部完成，而不支持执行者分别完成任务，执行成功后，任务对所有关联用户都变为完成状态。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/task-v1/task/complete
取消完成任务,POST,/open-apis/task/v1/tasks/:task_id/uncomplete,该接口用于取消任务的已完成状态。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/task-v1/task/uncomplete
查询指定任务,GET,/open-apis/task/v1/tasks/:task_id,该接口用于获取任务详情，包括任务标题、描述、时间、来源等信息。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/task-v1/task/get
查询所有任务,GET,/open-apis/task/v1/tasks,以分页的方式获取任务列表。当使用user_access_token时，获取与该用户身份相关的所有任务。当使用tenant_access_token时，获取以该应用身份通过“创建任务“接口创建的所有任务（并非获取该应用所在租户下所有用户创建的任务）。 本接口支持通过任务创建时间以及任务的完成状态对任务进行过滤。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/task-v1/task/list
新增提醒时间,POST,/open-apis/task/v1/tasks/:task_id/reminders,该接口用于创建任务的提醒时间。提醒时间在截止时间基础上做偏移，但是偏移后的结果不能早于当前时间。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/task-v1/task-reminder/create
删除提醒时间,DELETE,/open-apis/task/v1/tasks/:task_id/reminders/:reminder_id,删除提醒时间，返回结果状态。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/task-v1/task-reminder/delete
查询提醒时间列表,GET,/open-apis/task/v1/tasks/:task_id/reminders,返回提醒时间列表，支持分页，最大值为50。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/task-v1/task-reminder/list
创建评论,POST,/open-apis/task/v1/tasks/:task_id/comments,该接口用于创建和回复任务的评论。当parent_id字段为0时，为创建评论；当parent_id不为0时，为回复某条评论。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/task-v1/task-comment/create
删除评论,DELETE,/open-apis/task/v1/tasks/:task_id/comments/:comment_id,该接口用于通过评论ID删除评论。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/task-v1/task-comment/delete
更新评论,PUT,/open-apis/task/v1/tasks/:task_id/comments/:comment_id,该接口用于更新评论内容。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/task-v1/task-comment/update
获取评论详情,GET,/open-apis/task/v1/tasks/:task_id/comments/:comment_id,该接口用于通过评论ID获取评论详情。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/task-v1/task-comment/get
获取评论列表,GET,/open-apis/task/v1/tasks/:task_id/comments,该接口用于查询任务评论列表，支持分页，最大值为100。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/task-v1/task-comment/list
新增关注人,POST,/open-apis/task/v1/tasks/:task_id/followers,该接口用于创建任务关注人。可以一次性添加多位关注人。关注人ID要使用表示用户的ID。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/task-v1/task-follower/create
删除指定关注人,DELETE,/open-apis/task/v1/tasks/:task_id/followers/:follower_id,该接口用于删除任务关注人。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/task-v1/task-follower/delete
批量删除关注人,POST,/open-apis/task/v1/tasks/:task_id/batch_delete_follower,该接口用于批量删除关注人。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/task-v1/task/batch_delete_follower
获取关注人列表,GET,/open-apis/task/v1/tasks/:task_id/followers,该接口用于查询任务关注人列表，支持分页，最大值为50。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/task-v1/task-follower/list
新增执行者,POST,/open-apis/task/v1/tasks/:task_id/collaborators,该接口用于新增任务执行者，一次性可以添加多个执行者。 只有任务的创建者和执行者才能添加执行者，关注人无权限添加。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/task-v1/task-collaborator/create
删除指定执行者,DELETE,/open-apis/task/v1/tasks/:task_id/collaborators/:collaborator_id,该接口用于删除任务执行者。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/task-v1/task-collaborator/delete
批量删除执行者,POST,/open-apis/task/v1/tasks/:task_id/batch_delete_collaborator,该接口用于批量删除执行者。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/task-v1/task/batch_delete_collaborator
获取执行者列表,GET,/open-apis/task/v1/tasks/:task_id/collaborators,该接口用于查询任务执行者列表，支持分页，最大值为50。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/task-v1/task-collaborator/list
获取 user_access_token,POST,/open-apis/authen/v1/oidc/access_token,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/authen-v1/oidc-access_token/create
刷新 user_access_token,POST,/open-apis/authen/v1/oidc/refresh_access_token,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/authen-v1/oidc-refresh_access_token/create
获取登录预授权码,GET,/open-apis/authen/v1/index,应用请求用户身份验证时，需构造登录链接，并引导用户跳转至此链接。用户登录成功后会生成登录预授权码 code，并作为参数追加到重定向URL。,是,是,https://open.feishu.cn/document/ukTMukTMukTM/ukzN4UjL5cDO14SO3gTN
获取 user_access_token（v1 版本）,POST,/open-apis/authen/v1/access_token,根据[登录预授权码](/ssl:ttdoc/ukTMukTMukTM/ukzN4UjL5cDO14SO3gTN) code 获取 `user_access_token`。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/authen-v1/access_token/create
刷新 user_access_token（v1 版本）,POST,/open-apis/authen/v1/refresh_access_token,`user_access_token` 的最大有效期是 6900 秒。当 `user_access_token` 过期时，可以调用本接口获取新的 `user_access_token`。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/authen-v1/refresh_access_token/create
创建草稿,POST,/open-apis/baike/v1/drafts,草稿并非词条，而是指通过 API 发起创建新词条或更新现有词条的申请。 词典管理员审核通过后，草稿将变为新的词条或覆盖已有词条。,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/baike-v1/draft/create
更新草稿,PUT,/open-apis/baike/v1/drafts/:draft_id,根据 draft_id 更新草稿内容，已审批的草稿无法编辑。,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/baike-v1/draft/update
创建免审词条,POST,/open-apis/baike/v1/entities,通过此接口创建的词条，无需经过词典管理员审核，直接写入词库。因此，调用此接口时，应当慎重操作。,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/baike-v1/entity/create
更新免审词条,PUT,/open-apis/baike/v1/entities/:entity_id,通过此接口更新已有的词条，无需经过词典管理员审核，直接写入词库。 因此，调用该接口时应当慎重操作。,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/baike-v1/entity/update
获取词条详情,GET,/open-apis/baike/v1/entities/:entity_id,通过词条 id 拉取对应的词条详情信息。,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/baike-v1/entity/get
获取词条列表,GET,/open-apis/baike/v1/entities,分页拉取词条列表数据，支持拉取租户内的全部词条。,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/baike-v1/entity/list
精准搜索词条,POST,/open-apis/baike/v1/entities/match,将关键词与词条名、别名精准匹配，并返回对应的 词条 ID。,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/baike-v1/entity/match
模糊搜索词条,POST,/open-apis/baike/v1/entities/search,传入关键词，与词条名、别名、释义等信息进行模糊匹配，返回搜到的词条信息。,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/baike-v1/entity/search
词条高亮,POST,/open-apis/baike/v1/entities/highlight,传入一句话，智能识别句中对应的词条，并返回词条位置和 entity_id，可在外部系统中快速实现词条智能高亮。,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/baike-v1/entity/highlight
